,BLOCK,DATE,TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,Inverter_No_1,DC_POWER_1,AC_POWER_1,Inverter_No_2,DC_POWER_2,AC_POWER_2,Inverter_No_3,DC_POWER_3,AC_POWER_3,Inverter_No_4,DC_POWER_4,AC_POWER_4,Inverter_No_5,DC_POWER_5,AC_POWER_5,Inverter_No_6,DC_POWER_6,AC_POWER_6,Inverter_No_7,DC_POWER_7,AC_POWER_7,Inverter_No_8,DC_POWER_8,AC_POWER_8,Inverter_No_9,DC_POWER_9,AC_POWER_9,Inverter_No_10,DC_POWER_10,AC_POWER_10,Inverter_No_11,DC_POWER_11,AC_POWER_11,Inverter_No_12,DC_POWER_12,AC_POWER_12,Inverter_No_13,DC_POWER_13,AC_POWER_13,Inverter_No_14,DC_POWER_14,AC_POWER_14,Inverter_No_15,DC_POWER_15,AC_POWER_15,Inverter_No_16,DC_POWER_16,AC_POWER_16,Inverter_No_17,DC_POWER_17,AC_POWER_17,Inverter_No_18,DC_POWER_18,AC_POWER_18,Inverter_No_19,DC_POWER_19,AC_POWER_19,Inverter_No_20,DC_POWER_20,AC_POWER_20,Inverter_No_21,DC_POWER_21,AC_POWER_21,Inverter_No_22,DC_POWER_22,AC_POWER_22
1579,47,2020-05-31,11:30,33.533041833333336,54.255354633333326,0.7328439533333335,1.0,1042.8866666666663,1019.3,2,965.1333333333331,943.6533333333333,3,1018.52,995.7133333333331,4.0,1013.4066666666666,990.7133333333331,5.0,976.7857142857144,955.1285714285715,6,927.8133333333332,907.4666666666668,7,980.2533333333334,958.5333333333334,8.0,1040.9466666666667,1017.4066666666668,9.0,921.5285714285714,901.3785714285711,10,970.0,948.5666666666666,11.0,940.9066666666669,920.0666666666668,12.0,918.48,898.4266666666667,13,1014.7533333333334,992.1,14,357.6533333333333,349.4133333333334,15.0,872.9928571428572,854.1214285714285,16.0,1055.1266666666668,1031.0666666666666,17,1046.1066666666663,1022.44,18,967.5666666666666,946.18,19,877.9399999999998,858.8600000000001,20,995.1666666666665,972.0933333333331,21.0,977.8857142857139,956.2142857142859,22,976.7533333333331,955.1333333333331
1580,48,2020-05-31,11:45,33.543277241379315,50.77153675862069,0.4505056720689655,1.0,818.257142857143,800.2928571428572,2,630.5714285714286,617.7071428571428,3,560.5428571428572,549.3214285714284,4.0,968.4733333333331,945.9666666666664,5.0,600.7866666666667,588.3266666666666,6,539.1200000000001,528.5933333333332,7,588.0666666666668,576.1266666666667,8.0,842.8214285714287,824.2285714285715,9.0,575.28,563.6066666666666,10,829.6466666666668,811.38,11.0,805.0285714285714,787.1428571428571,12.0,931.486666666667,910.7266666666663,13,1003.9666666666668,980.36,14,72.08571428571429,70.66428571428571,15.0,622.2800000000001,609.2866666666665,16.0,878.2928571428571,858.6785714285713,17,973.6599999999999,950.8333333333331,18,552.9533333333334,541.92,19,529.96,519.6800000000001,20,627.9857142857142,615.0142857142857,21.0,550.5266666666668,539.5799999999999,22,908.1666666666665,887.6866666666666
1581,49,2020-05-31,12:00,33.67513840000001,55.049168900000005,0.813154215,1.0,1296.2733333333333,1264.26,2,1016.6933333333336,992.6133333333336,3,1071.62,1046.1733333333334,4.0,851.3499999999998,832.3428571428572,5.0,1342.253333333333,1308.8666666666668,6,1171.7666666666669,1143.24,7,1092.8666666666668,1066.8666666666668,8.0,1138.246666666667,1110.74,9.0,1269.4200000000003,1238.253333333333,10,886.5533333333332,866.3333333333331,11.0,1325.14,1292.54,12.0,785.7785714285714,768.0357142857142,13,875.0466666666665,855.0933333333331,14,185.62000000000003,180.98,15.0,1250.3733333333334,1219.8599999999997,16.0,1126.2400000000002,1099.4066666666668,17,866.18,846.42,18,1165.1133333333337,1137.1466666666668,19,1278.1333333333334,1246.36,20,1008.12,983.98,21.0,1343.86,1310.6400000000003,22,1003.4733333333334,979.7066666666669
1582,50,2020-05-31,12:15,34.73891906666667,60.83309920000001,0.8998097250000001,1.0,1032.7133333333331,1008.0799999999998,2,1225.2999999999995,1195.0600000000002,3,1263.2266666666667,1231.84,4.0,926.9333333333332,905.2933333333333,5.0,1177.1066666666666,1148.2666666666664,6,1291.1785714285716,1258.8785714285714,7,1301.164285714286,1268.6285714285711,8.0,1011.54,987.5866666666669,9.0,1138.6799999999998,1110.7733333333333,10,1098.2428571428572,1071.8428571428572,11.0,1015.1,990.9466666666666,12.0,785.4333333333332,768.2866666666665,13,1241.5928571428572,1211.15,14,91.5266666666667,89.23999999999998,15.0,1088.7,1062.3,16.0,988.4533333333331,965.1133333333331,17,1120.392857142857,1093.4928571428572,18,1224.8714285714286,1194.642857142857,19,1267.3928571428569,1235.6928571428573,20,1170.7999999999995,1142.0333333333333,21.0,1180.1333333333334,1151.2133333333331,22,1253.4142857142856,1222.5000000000002
1583,51,2020-05-31,12:30,34.07653389655172,52.363130724137925,0.3194593531034483,1.0,455.26,446.84,2,432.66,424.86,3,462.98,454.27333333333326,4.0,387.74,380.9533333333334,5.0,771.2733333333333,754.0733333333332,6,571.6933333333332,560.2266666666667,7,543.6933333333334,533.0,8.0,456.38,447.94,9.0,788.38,770.5666666666667,10,406.90666666666664,399.78,11.0,583.4866666666666,571.66,12.0,344.64,338.55333333333334,13,434.6000000000001,426.7800000000001,14,120.35333333333332,118.09999999999998,15.0,804.76,786.5799999999998,16.0,459.1,450.59333333333336,17,414.18,406.8933333333334,18,493.92,484.44666666666666,19,628.6600000000001,615.2266666666667,20,435.44666666666666,427.20666666666665,21.0,628.2066666666666,615.1600000000001,22,426.06,418.39333333333326
1584,52,2020-05-31,12:45,34.74858209999999,54.45613010000001,0.860170252,1.0,1242.0,1211.8866666666663,2,1161.7933333333333,1133.506666666667,3,1208.4666666666667,1178.82,4.0,1154.0266666666666,1126.4800000000002,5.0,1172.8142857142857,1144.3214285714284,6,1212.6666666666667,1182.9533333333334,7,1218.8333333333333,1188.9,8.0,1233.72,1203.7800000000002,9.0,1162.4071428571428,1134.2,10,1150.9199999999998,1123.2733333333333,11.0,1131.6133333333337,1104.493333333333,12.0,1034.3933333333334,1010.1266666666668,13,1140.36,1112.9866666666665,14,138.68666666666667,135.42000000000002,15.0,1092.1,1065.6357142857146,16.0,1238.486666666667,1208.4533333333331,17,1193.5533333333333,1164.78,18,1221.3,1191.3,19,1197.7066666666667,1168.3666666666668,20,1162.0466666666666,1133.3333333333337,21.0,1234.2142857142858,1203.8642857142856,22,1134.3200000000002,1107.0600000000002
1585,53,2020-05-31,13:00,35.2726524137931,61.08201006896552,0.8632760117241379,1.0,1165.9,1137.5,2,1083.54,1057.0533333333335,3,1153.6466666666663,1125.7133333333334,4.0,912.5466666666669,892.2066666666667,5.0,1085.6066666666666,1059.3933333333332,6,1064.013333333333,1039.1533333333332,7,1118.1266666666663,1091.28,8.0,1111.8357142857144,1085.2571428571428,9.0,1037.9133333333334,1012.9,10,1159.6666666666667,1131.2733333333333,11.0,1112.4642857142858,1085.6928571428573,12.0,724.7333333333331,709.5200000000001,13,1188.9533333333336,1159.84,14,0.0,0.0,15.0,1037.08,1012.1066666666665,16.0,1147.4428571428573,1119.7785714285717,17,1097.5333333333335,1070.68,18,1085.9333333333332,1060.1133333333337,19,1023.1333333333334,999.58,20,1189.5666666666666,1160.3733333333332,21.0,1102.7133333333334,1076.14,22,1181.5266666666664,1152.6466666666668
1586,54,2020-05-31,13:15,35.98741463333332,64.1427207,0.9603939863333336,1.0,1317.1666666666663,1284.253333333333,2,994.9714285714285,970.1,3,1257.75,1226.292857142857,4.0,1169.16,1140.1133333333337,5.0,1306.486666666667,1273.8133333333333,6,1228.6266666666666,1198.0733333333333,7,1245.013333333333,1214.08,8.0,1282.1266666666666,1250.0800000000002,9.0,1278.9666666666667,1247.013333333333,10,1236.2266666666667,1205.3333333333337,11.0,1291.88,1259.5800000000002,12.0,1039.6666666666667,1016.3333333333334,13,1255.1733333333332,1223.9666666666665,14,0.0,0.0,15.0,1283.406666666667,1251.3266666666666,16.0,1293.6666666666663,1261.3133333333333,17,1269.9,1238.1333333333332,18,1257.4,1226.12,19,1218.38,1188.0800000000002,20,1282.4214285714286,1250.357142857143,21.0,1289.6533333333332,1257.42,22,1259.3,1227.8133333333335
1587,55,2020-05-31,13:30,35.82564268965517,63.02653303448275,0.837395707586207,1.0,1247.4533333333334,1216.6333333333332,2,1125.6933333333332,1098.8466666666666,3,1054.7600000000002,1029.5266666666666,4.0,980.1133333333331,957.1866666666666,5.0,1283.1266666666666,1251.1333333333334,6,928.44,906.7866666666665,7,952.1866666666666,930.4066666666665,8.0,1201.0266666666669,1171.5399999999995,9.0,1261.14,1229.6,10,975.8785714285711,952.9428571428573,11.0,1208.2866666666666,1178.8000000000002,12.0,862.5666666666668,843.6333333333334,13,1173.4785714285713,1144.885714285714,14,0.0,0.0,15.0,1253.5,1222.1666666666667,16.0,1135.0399999999995,1107.7800000000004,17,1068.6214285714286,1043.321428571429,18,1027.9466666666667,1003.5466666666666,19,1011.6266666666668,987.6266666666666,20,1098.4333333333336,1071.66,21.0,1201.4266666666667,1172.0799999999997,22,1106.9357142857143,1080.614285714286
1588,56,2020-05-31,13:45,36.074380533333326,62.14148253333333,0.8990759116666666,1.0,1232.6133333333337,1201.9466666666667,2,1196.6733333333336,1166.9333333333332,3,1201.246666666667,1171.2199999999998,4.0,1126.94,1101.02,5.0,1204.5571428571427,1174.607142857143,6,1159.65,1131.685714285714,7,1195.607142857143,1165.8142857142857,8.0,1237.6066666666666,1206.6666666666667,9.0,1167.4857142857145,1138.4714285714288,10,1174.8666666666668,1145.6933333333334,11.0,1198.4199999999998,1168.66,12.0,1006.0666666666668,983.7066666666666,13,1172.8066666666668,1143.8933333333334,14,0.0,0.0,15.0,1187.1714285714286,1157.5071428571428,16.0,1243.8933333333334,1212.7866666666666,17,1228.1133333333337,1197.4066666666668,18,1170.7928571428572,1141.9214285714286,19,1142.1785714285716,1115.3285714285714,20,1224.7933333333335,1194.1866666666667,21.0,1181.4642857142856,1152.2714285714287,22,1171.9266666666665,1143.1533333333334
1589,57,2020-05-31,14:00,36.7613546,62.75171296666667,0.9187809383333334,1.0,1258.753333333333,1227.2866666666666,2,1202.4866666666665,1172.42,3,1202.8000000000002,1172.74,4.0,1141.0928571428567,1114.257142857143,5.0,1246.82,1215.6600000000003,6,1167.6199999999997,1138.82,7,1199.5733333333333,1169.5799999999997,8.0,1243.8333333333333,1212.746666666667,9.0,1200.02,1170.0266666666669,10,1188.6266666666666,1158.92,11.0,1235.3933333333337,1204.66,12.0,1019.4142857142856,996.657142857143,13,1217.22,1186.8133333333333,14,0.0,0.0,15.0,1202.5333333333333,1172.4666666666667,16.0,1242.76,1211.6933333333334,17,1232.8666666666666,1202.0466666666669,18,1201.3133333333333,1171.2800000000002,19,1155.1933333333334,1127.5666666666668,20,1230.3533333333337,1199.6,21.0,1219.9799999999998,1189.4799999999998,22,1210.8466666666666,1180.5733333333335
1590,58,2020-05-31,14:15,36.608745586206894,61.79855031034482,0.6655635313793103,1.0,695.1,679.9533333333333,2,928.9666666666668,906.8466666666667,3,858.1333333333334,838.1133333333335,4.0,827.9133333333331,808.9466666666667,5.0,794.7066666666667,776.92,6,748.16,731.2266666666667,7,814.16,795.5333333333333,8.0,794.5133333333333,776.6466666666665,9.0,793.0133333333334,775.0866666666667,10,892.2333333333335,871.0133333333333,11.0,663.7399999999999,649.4200000000001,12.0,667.6133333333332,653.4599999999999,13,908.8533333333331,887.2133333333333,14,0.0,0.0,15.0,824.3266666666666,805.4666666666666,16.0,800.2733333333334,782.1133333333332,17,931.1733333333333,908.8533333333335,18,782.2733333333332,764.4733333333331,19,732.8466666666667,716.1133333333332,20,886.64,865.76,21.0,737.7600000000001,721.14,22,983.72,959.82
1591,59,2020-05-31,14:30,31.554353833333334,40.07902133333333,0.3005127816666666,1.0,389.5142857142857,382.32857142857137,2,469.32857142857154,459.89285714285705,3,466.4357142857143,457.3,4.0,366.1133333333333,359.0266666666667,5.0,387.03333333333336,380.12,6,453.8466666666668,444.8933333333334,7,447.8133333333333,439.06,8.0,417.32857142857137,409.3428571428572,9.0,384.8866666666667,377.9733333333333,10,427.8399999999999,419.4266666666666,11.0,387.82142857142856,380.61428571428576,12.0,347.0866666666666,340.28666666666663,13,454.81333333333333,445.78666666666663,14,0.0,0.0,15.0,397.07333333333327,389.8133333333333,16.0,412.5142857142857,404.6714285714286,17,442.84,434.14,18,417.3533333333333,409.38,19,427.4266666666666,419.20666666666665,20,451.78571428571433,442.77857142857135,21.0,402.6666666666666,395.1333333333334,22,478.06000000000006,468.40666666666664
1592,60,2020-05-31,14:45,29.09773824137931,32.461152137931045,0.2697951396551723,1.0,495.98,486.26666666666665,2,406.3133333333333,398.82666666666665,3,401.02,393.7466666666666,4.0,471.24,461.92,5.0,378.27333333333326,371.65333333333336,6,349.61333333333334,343.50666666666666,7,360.72666666666663,354.4866666666667,8.0,492.41333333333336,482.74,9.0,363.4533333333334,357.0866666666667,10,423.1857142857143,415.2214285714285,11.0,497.28,487.4333333333333,12.0,463.50666666666666,454.2066666666667,13,490.77857142857147,481.2142857142858,14,0.0,0.0,15.0,370.82,364.4,16.0,503.6866666666668,493.81333333333333,17,495.2642857142857,485.5928571428572,18,375.3933333333334,368.72666666666663,19,347.90666666666664,341.84666666666664,20,415.0533333333333,407.3,21.0,384.68666666666667,377.83333333333326,22,420.12857142857143,412.3428571428572
1593,61,2020-05-31,15:00,28.258013866666666,30.5615907,0.4094698046666666,1.0,683.2866666666665,669.16,2,616.4866666666666,603.9800000000001,3,635.5866666666667,622.6666666666665,4.0,586.2333333333333,574.4866666666666,5.0,701.5428571428572,686.9428571428572,6,614.7785714285715,602.3571428571429,7,637.2142857142857,624.2857142857142,8.0,670.3933333333334,656.6200000000001,9.0,677.3142857142858,663.3285714285713,10,590.5799999999999,578.6266666666667,11.0,699.8666666666667,685.34,12.0,529.82,519.3399999999999,13,577.9333333333334,566.3,14,0.0,0.0,15.0,703.7571428571429,689.1000000000001,16.0,669.2933333333334,655.5266666666665,17,599.3733333333333,587.2933333333334,18,636.1714285714286,623.2214285714285,19,609.1857142857144,596.907142857143,20,616.1999999999999,603.4,21.0,669.6714285714285,655.8928571428572,22,598.96,586.9333333333333
1594,62,2020-05-31,15:15,28.61687723333333,34.26511020000001,0.286445456,1.0,437.5399999999999,428.7200000000001,2,441.07333333333327,432.2466666666666,3,451.9,442.8133333333333,4.0,376.62666666666667,369.2533333333333,5.0,485.2866666666666,475.4066666666666,6,455.0,445.83333333333326,7,463.48666666666657,454.13999999999993,8.0,431.68666666666667,423.0533333333333,9.0,473.80000000000007,464.18666666666655,10,422.4933333333333,414.08,11.0,426.6,418.06666666666666,12.0,320.33333333333337,314.20666666666665,13,435.72,427.0466666666666,14,0.0,0.0,15.0,484.9,475.01333333333326,16.0,429.86,421.27333333333337,17,431.12666666666655,422.54,18,454.94666666666666,445.79333333333335,19,451.1666666666666,442.0666666666667,20,447.18000000000006,438.16,21.0,477.06666666666666,467.39333333333326,22,431.09333333333336,422.48
1595,63,2020-05-31,15:30,28.31004703448276,31.66338493103449,0.1824975713793103,1.0,295.15333333333336,289.83333333333326,2,282.48,277.3533333333333,3,284.3133333333333,279.1533333333333,4.0,266.9866666666666,262.09333333333336,5.0,286.36,281.16,6,271.32,266.32666666666665,7,277.8533333333333,272.7466666666668,8.0,294.28000000000003,288.98,9.0,277.6866666666667,272.6,10,278.20666666666665,273.17999999999995,11.0,289.9666666666667,284.7333333333333,12.0,239.08666666666667,234.46,13,289.6266666666667,284.3666666666667,14,0.0,0.0,15.0,282.9200000000001,277.8066666666668,16.0,296.76,291.40666666666664,17,290.78,285.5,18,278.52666666666664,273.42,19,270.4,265.4133333333333,20,288.89333333333343,283.6933333333334,21.0,282.6666666666667,277.51333333333326,22,284.8466666666667,279.67333333333335
1596,64,2020-05-31,15:45,28.09238476666667,32.0827222,0.1858628973333333,1.0,297.51428571428573,292.0857142857143,2,283.6357142857143,278.40000000000003,3,284.91428571428565,279.6928571428571,4.0,270.03571428571433,264.9428571428571,5.0,289.8599999999999,284.56,6,271.32000000000005,266.2266666666667,7,277.7466666666668,272.58000000000004,8.0,296.5714285714286,291.17142857142846,9.0,259.2333333333333,254.40666666666672,10,280.70714285714286,275.5428571428572,11.0,293.1071428571429,287.75,12.0,242.0285714285714,237.32857142857145,13,291.91428571428565,286.6,14,0.0,0.0,15.0,286.18,280.94666666666666,16.0,298.49285714285713,293.0571428571428,17,293.25714285714287,287.9357142857143,18,280.0133333333334,274.8533333333333,19,270.36,265.3,20,290.75,285.5071428571428,21.0,285.20000000000005,279.9866666666667,22,285.47857142857146,280.26428571428573
1597,65,2020-05-31,16:00,28.06294406896552,31.57601393103448,0.1506258237931034,1.0,241.2133333333333,236.53333333333336,2,228.6533333333333,224.19333333333333,3,229.5066666666667,225.01333333333332,4.0,219.63333333333333,215.34666666666664,5.0,233.42,228.87333333333336,6,218.3214285714286,214.05,7,223.15000000000003,218.78571428571425,8.0,240.45333333333332,235.78,9.0,226.18666666666667,221.76666666666665,10,226.74,222.3,11.0,237.72,233.1,12.0,196.91333333333333,193.02,13,236.19333333333333,231.58,14,0.0,0.0,15.0,231.58666666666664,227.06666666666663,16.0,242.24666666666664,237.54,17,238.06000000000003,233.41333333333333,18,225.8142857142857,221.40714285714287,19,218.1214285714285,213.86428571428573,20,234.95333333333332,230.39333333333332,21.0,229.34666666666664,224.9,22,230.48666666666665,225.97333333333333
1598,66,2020-05-31,16:15,29.37561533333333,32.16830666666668,0.1437750286666666,1.0,228.6133333333333,224.16,2,215.86666666666665,211.64000000000004,3,218.02666666666667,213.76,4.0,206.42666666666668,202.36666666666667,5.0,225.26428571428568,220.8642857142857,6,209.78,205.65333333333328,7,213.82,209.64,8.0,227.48,223.0533333333333,9.0,218.8142857142857,214.54285714285717,10,213.90666666666667,209.70666666666668,11.0,226.06666666666663,221.66,12.0,185.01333333333332,181.34,13,221.74,217.41333333333333,14,0.0,0.0,15.0,224.4,220.00714285714284,16.0,229.31333333333333,224.82666666666668,17,223.36,219.00666666666663,18,216.2733333333333,212.02,19,210.1533333333333,206.03333333333333,20,221.90666666666667,217.58666666666667,21.0,220.9642857142857,216.65,22,216.54666666666665,212.31333333333333
1599,67,2020-05-31,16:30,29.412227,31.889497931034484,0.1258943477586207,1.0,199.3,195.38,2,188.88666666666668,185.16666666666663,3,190.34000000000003,186.58666666666664,4.0,181.08666666666667,177.49333333333334,5.0,196.10666666666668,192.24,6,182.8333333333333,179.21333333333334,7,186.6,182.89333333333332,8.0,199.08666666666667,195.16000000000005,9.0,190.31333333333336,186.56,10,187.1,183.39333333333332,11.0,196.58,192.70000000000005,12.0,162.62666666666664,159.16666666666666,13,195.0533333333333,191.19333333333336,14,0.0,0.0,15.0,194.75333333333333,190.92,16.0,199.7333333333333,195.7866666666667,17,196.1533333333333,192.28666666666663,18,188.8333333333333,185.09333333333328,19,182.84,179.22,20,194.1533333333333,190.34666666666664,21.0,192.69333333333333,188.89333333333332,22,190.09333333333328,186.3333333333333
1600,68,2020-05-31,16:45,29.636312833333335,31.64319953333333,0.0949052116,1.0,147.09999999999997,143.60666666666668,2,139.53333333333333,136.11333333333334,3,139.96666666666664,136.50666666666666,4.0,135.54,132.06000000000003,5.0,143.73333333333332,140.25333333333336,6,133.98,130.54,7,137.25333333333333,133.81333333333336,8.0,146.67333333333332,143.22666666666666,9.0,139.45333333333332,135.99333333333337,10,138.85333333333335,135.4,11.0,145.14,141.65999999999997,12.0,122.31333333333332,118.95333333333336,13,145.34666666666664,141.86666666666667,14,0.0,0.0,15.0,142.96666666666667,139.4933333333333,16.0,148.76000000000002,145.26,17,146.13333333333333,142.66,18,138.84666666666664,135.42,19,133.9733333333333,130.53333333333333,20,143.51333333333332,140.26,21.0,141.45333333333332,138.02666666666667,22,140.98,137.48666666666665
1601,69,2020-05-31,17:00,29.727227400000004,31.1070222,0.0660900407666666,1.0,103.52857142857142,100.6,2,98.35714285714286,95.56428571428573,3,98.53571428571428,95.71428571428572,4.0,93.76666666666665,91.08,5.0,99.32,96.48666666666671,6,92.34666666666664,89.64666666666666,7,94.8733333333333,92.13999999999999,8.0,103.60714285714285,100.68571428571428,9.0,96.28666666666666,93.52666666666669,10,97.8,94.99999999999999,11.0,101.2714285714286,98.40714285714284,12.0,84.49999999999997,82.00666666666667,13,102.37142857142857,99.47857142857143,14,0.0,0.0,15.0,98.62,95.79333333333331,16.0,104.35714285714285,101.40714285714284,17,103.04285714285714,100.14285714285712,18,96.04,93.28,19,92.42666666666666,89.76666666666665,20,101.20714285714286,98.35714285714286,21.0,97.99999999999999,95.20666666666669,22,99.20714285714284,96.4
1602,70,2020-05-31,17:15,29.63297568965517,30.42649889655172,0.0400000306551724,1.0,62.9,60.88,2,59.24666666666667,57.33333333333332,3,58.98,57.08,4.0,57.207142857142856,55.35714285714286,5.0,59.9,57.98,6,54.728571428571435,52.957142857142856,7,56.31428571428572,54.5,8.0,63.14,61.133333333333326,9.0,58.21333333333333,56.333333333333336,10,58.89333333333334,57.00666666666666,11.0,61.873333333333335,59.91333333333333,12.0,51.81428571428572,50.11428571428572,13,62.266666666666666,60.273333333333326,14,0.0,0.0,15.0,60.10000000000001,58.173333333333325,16.0,63.79333333333333,61.766666666666666,17,62.76666666666666,60.766666666666666,18,57.4642857142857,55.592857142857135,19,55.114285714285714,53.342857142857135,20,61.26,59.32666666666666,21.0,58.98,57.07333333333333,22,59.78666666666666,57.87333333333333
1603,71,2020-05-31,17:30,29.6294576,30.210314766666663,0.0547341133666666,1.0,86.49333333333334,83.97333333333333,2,81.37333333333333,78.95333333333333,3,82.22666666666667,79.79333333333335,4.0,77.38666666666666,75.06666666666668,5.0,86.02857142857141,83.51428571428572,6,78.46,76.1,7,79.98666666666665,77.60000000000002,8.0,86.62666666666665,84.09333333333335,9.0,83.80714285714285,81.31428571428572,10,79.93333333333332,77.56,11.0,85.53999999999998,83.03999999999996,12.0,69.74666666666666,67.56,13,83.24,80.78666666666666,14,69.78666666666668,67.76,15.0,86.40714285714286,83.8714285714286,16.0,86.66,84.12,17,84.48,82.00666666666666,18,81.20000000000002,78.78,19,79.14666666666668,76.77999999999999,20,83.89333333333335,81.46666666666668,21.0,84.3857142857143,81.89285714285715,22,80.93999999999998,78.54666666666668
1604,72,2020-05-31,17:45,29.26658268965517,29.935880482758616,0.0485714671724138,1.0,73.94666666666667,71.68666666666667,2,71.97333333333333,69.76666666666667,3,72.74666666666668,70.5,4.0,67.37333333333335,65.25999999999998,5.0,74.39333333333333,72.11999999999999,6,69.88666666666667,67.74000000000001,7,71.78000000000002,69.57333333333335,8.0,74.18,71.92666666666666,9.0,72.57333333333331,70.33333333333333,10,70.37333333333333,68.21333333333332,11.0,72.42,70.19999999999999,12.0,60.22666666666667,58.29333333333334,13,73.58,71.34,14,54.15333333333333,52.486666666666665,15.0,74.3,72.02000000000001,16.0,75.12,72.81333333333333,17,74.12,71.84666666666668,18,72.37333333333333,70.14666666666668,19,70.14666666666668,67.97333333333331,20,73.67999999999998,71.48,21.0,73.86666666666667,71.62666666666667,22,72.46666666666668,70.23333333333335
1605,73,2020-05-31,18:00,29.2769705,29.4960744,0.034425974,1.0,51.52666666666667,49.84666666666666,2,49.84,48.17333333333334,3,50.43333333333334,48.766666666666666,4.0,46.68000000000001,45.14666666666666,5.0,51.96,50.266666666666666,6,48.406666666666666,46.806666666666665,7,49.66666666666666,48.04,8.0,51.653333333333336,49.946666666666665,9.0,50.72,49.06,10,48.706666666666656,47.1,11.0,50.48,48.833333333333336,12.0,41.89333333333333,40.50666666666666,13,50.833333333333336,49.16,14,50.986666666666665,49.3,15.0,52.09333333333333,50.386666666666656,16.0,52.18666666666668,50.5,17,51.086666666666666,49.40666666666666,18,50.06,48.440000000000005,19,48.85333333333334,47.24,20,51.2,49.54,21.0,51.44666666666667,49.76666666666666,22,50.2,48.56
1606,74,2020-05-31,18:15,29.359654766666665,29.106293833333336,0.0185542837166666,1.0,26.321428571428577,25.435714285714287,2,26.2,25.27142857142857,3,26.328571428571426,25.414285714285715,4.0,23.82,23.006666666666664,5.0,26.633333333333336,25.71333333333333,6,24.58,23.73333333333333,7,25.426666666666662,24.56,8.0,26.807142857142853,25.88571428571429,9.0,26.02,25.14,10,25.835714285714285,24.950000000000003,11.0,25.557142857142857,24.685714285714287,12.0,21.3,20.56666666666667,13,26.985714285714288,26.071428571428573,14,26.500000000000004,25.6,15.0,26.806666666666665,25.880000000000003,16.0,27.07142857142857,26.149999999999995,17,26.778571428571425,25.878571428571437,18,25.813333333333336,24.933333333333334,19,24.92,24.066666666666663,20,26.950000000000003,26.042857142857137,21.0,26.58,25.68,22,26.514285714285712,25.62142857142857
1607,75,2020-05-31,18:30,29.01673524137932,28.527480689655174,0.0018831484467931,1.0,0.7533333333333334,0.726666666666667,2,1.8533333333333335,1.7866666666666673,3,1.8666666666666671,1.7933333333333337,4.0,0.54,0.52,5.0,1.2066666666666666,1.16,6,1.2071428571428573,1.164285714285714,7,1.3071428571428572,1.2642857142857145,8.0,1.1533333333333338,1.1133333333333333,9.0,1.2066666666666666,1.1733333333333331,10,1.3066666666666669,1.26,11.0,1.0466666666666666,1.0066666666666666,12.0,0.0,0.0,13,1.24,1.2,14,1.3266666666666664,1.28,15.0,1.2333333333333334,1.1866666666666663,16.0,1.3666666666666667,1.3199999999999998,17,1.4000000000000004,1.3533333333333335,18,1.2714285714285714,1.2285714285714286,19,1.2571428571428571,1.2071428571428573,20,1.8533333333333335,1.7866666666666668,21.0,1.24,1.2,22,1.3866666666666667,1.3466666666666671
1608,76,2020-05-31,18:45,28.521704166666662,27.120938133333333,0.0,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
1609,77,2020-05-31,19:00,25.673301827586208,24.197520241379312,7.940190241379313e-06,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
1610,78,2020-05-31,19:15,25.302272400000003,23.84010223333333,0.0006869619313333,1.0,0.0,0.0,2,0.0,0.0,3,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,6,0.0,0.0,7,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,10,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,13,0.0,0.0,14,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,17,0.0,0.0,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,0.0,0.0,22,0.0,0.0
