,BLOCK,DATE,TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,Inverter_No_1,DC_POWER_1,AC_POWER_1,Inverter_No_2,DC_POWER_2,AC_POWER_2,Inverter_No_3,DC_POWER_3,AC_POWER_3,Inverter_No_4,DC_POWER_4,AC_POWER_4,Inverter_No_5,DC_POWER_5,AC_POWER_5,Inverter_No_6,DC_POWER_6,AC_POWER_6,Inverter_No_7,DC_POWER_7,AC_POWER_7,Inverter_No_8,DC_POWER_8,AC_POWER_8,Inverter_No_9,DC_POWER_9,AC_POWER_9,Inverter_No_10,DC_POWER_10,AC_POWER_10,Inverter_No_11,DC_POWER_11,AC_POWER_11,Inverter_No_12,DC_POWER_12,AC_POWER_12,Inverter_No_13,DC_POWER_13,AC_POWER_13,Inverter_No_14,DC_POWER_14,AC_POWER_14,Inverter_No_15,DC_POWER_15,AC_POWER_15,Inverter_No_16,DC_POWER_16,AC_POWER_16,Inverter_No_17,DC_POWER_17,AC_POWER_17,Inverter_No_18,DC_POWER_18,AC_POWER_18,Inverter_No_19,DC_POWER_19,AC_POWER_19,Inverter_No_20,DC_POWER_20,AC_POWER_20,Inverter_No_21,DC_POWER_21,AC_POWER_21,Inverter_No_22,DC_POWER_22,AC_POWER_22
219,29,2020-05-17,07:00,25.723395833333328,25.946431433333327,0.047666922,1.0,69.96,67.80666666666667,2,67.77333333333333,65.66000000000001,3,68.65333333333332,66.53333333333335,4.0,62.513333333333335,60.52666666666666,5.0,72.36666666666667,70.15333333333335,6,68.44285714285715,66.30714285714286,7,68.08571428571429,65.95714285714286,8.0,69.33999999999999,67.19333333333334,9.0,71.19333333333333,69.00666666666667,10,67.10666666666667,65.00666666666667,11.0,71.5,69.29999999999998,12.0,53.92666666666666,52.173333333333325,13,67.44000000000001,65.34666666666665,14,70.45333333333333,68.28666666666666,15.0,73.31333333333333,71.06666666666666,16.0,71.17999999999999,68.98666666666665,17,68.69333333333333,66.58,18,69.0357142857143,66.88571428571429,19,68.66428571428571,66.53571428571429,20,68.56,66.46666666666665,21.0,66.04666666666667,64.02666666666666,22,63.74,61.693333333333335
220,30,2020-05-17,07:15,26.135726448275864,27.00165524137931,0.0694368633448276,1.0,105.06,102.09333333333336,2,101.98666666666666,99.11333333333332,3,102.53333333333332,99.63333333333331,4.0,95.02,92.30666666666669,5.0,107.36666666666666,104.35333333333332,6,99.94666666666669,97.11333333333334,7,99.62,96.76666666666665,8.0,104.91333333333333,101.96666666666664,9.0,105.69333333333336,102.72666666666666,10,101.99333333333334,99.12666666666671,11.0,107.78,104.76666666666668,12.0,82.64666666666666,80.18666666666665,13,102.77333333333333,99.8733333333333,14,105.42,102.46,15.0,108.37333333333336,105.34,16.0,107.24666666666664,104.26666666666668,17,103.56,100.62666666666664,18,100.90666666666668,98.04,19,99.96666666666664,97.12,20,103.08666666666667,100.23333333333336,21.0,105.63333333333334,102.67333333333332,22,95.9,93.15333333333331
221,31,2020-05-17,07:30,26.6747182,28.918445866666666,0.1270576554999999,1.0,192.53333333333333,188.56,2,187.42666666666665,183.54,3,186.3733333333333,182.48,4.0,174.02666666666667,170.29333333333332,5.0,189.92857142857144,186.05714285714288,6,180.9933333333333,177.17333333333335,7,180.18666666666667,176.38666666666666,8.0,191.24,187.3333333333333,9.0,186.64285714285717,182.75,10,186.40666666666664,182.54,11.0,194.76666666666668,190.78666666666663,12.0,151.48000000000002,147.9933333333333,13,188.42,184.50666666666663,14,192.28,188.34666666666664,15.0,190.03571428571428,186.15714285714284,16.0,195.1,191.13333333333333,17,190.40666666666664,186.4533333333333,18,182.58,178.73333333333332,19,180.1266666666667,176.29333333333332,20,188.30666666666664,184.55333333333328,21.0,187.1357142857143,183.23571428571427,22,177.67333333333335,173.88666666666666
222,32,2020-05-17,07:45,27.6051717,32.49521086666666,0.2357182519999999,1.0,350.78000000000003,344.52,2,329.8066666666668,323.88000000000005,3,329.4066666666667,323.50666666666666,4.0,304.7928571428571,299.2857142857143,5.0,346.5866666666667,340.28666666666663,6,326.77333333333326,320.87333333333333,7,321.90666666666664,316.09333333333336,8.0,344.7933333333333,338.61333333333323,9.0,341.30000000000007,335.0733333333334,10,324.7857142857143,318.9285714285714,11.0,360.26,353.8066666666667,12.0,265.4,260.5285714285714,13,326.20714285714286,320.3357142857143,14,341.3666666666666,335.27333333333326,15.0,349.70000000000005,343.2933333333333,16.0,349.28,343.05999999999995,17,330.5857142857143,324.6071428571429,18,327.6466666666667,321.78666666666663,19,329.3066666666667,323.39333333333326,20,332.8,326.88666666666666,21.0,336.6133333333333,330.56666666666666,22,306.0071428571428,300.45
223,33,2020-05-17,08:00,28.544006379310343,37.891594034482765,0.430666714137931,1.0,576.4857142857142,565.1142857142856,2,588.692857142857,576.9499999999999,3,573.3071428571429,561.9357142857142,4.0,510.5800000000001,500.7000000000001,5.0,568.76,557.54,6,562.32,551.2533333333333,7,566.0799999999999,554.8466666666667,8.0,571.4571428571428,560.1857142857142,9.0,560.24,549.2266666666666,10,557.7666666666668,546.8133333333333,11.0,575.7214285714288,564.3714285714286,12.0,437.5,429.3,13,570.1266666666666,558.8533333333334,14,588.15,576.4142857142856,15.0,570.8000000000001,559.5,16.0,583.2857142857143,571.7428571428571,17,566.96,555.8000000000001,18,565.3666666666666,554.2266666666666,19,553.1533333333333,542.2933333333334,20,579.3428571428572,567.6357142857144,21.0,556.9666666666667,546.0266666666665,22,546.6533333333334,535.9266666666665
224,34,2020-05-17,08:15,29.2123748,43.30446356666668,0.4617634923333333,1.0,622.8666666666667,610.2266666666666,2,617.18,604.6800000000001,3,621.5333333333334,608.9133333333333,4.0,559.1400000000001,547.9666666666667,5.0,642.0666666666665,628.9533333333333,6,611.0000000000001,598.6214285714285,7,607.6857142857142,595.3714285714284,8.0,615.7466666666666,603.2866666666665,9.0,631.4200000000001,618.5466666666667,10,597.84,585.7933333333332,11.0,628.6733333333333,615.9,12.0,485.62666666666667,476.38000000000005,13,590.2666666666668,578.3933333333333,14,642.8333333333334,629.6933333333334,15.0,641.4,628.32,16.0,626.8933333333333,614.16,17,602.4533333333333,590.2933333333334,18,612.25,599.85,19,609.2214285714285,596.9071428571427,20,615.3266666666666,602.7399999999999,21.0,628.4733333333332,615.6666666666667,22,565.3733333333336,554.0733333333333
225,35,2020-05-17,08:30,29.68912768965517,44.71320524137932,0.5120760037931033,1.0,674.6733333333332,660.8066666666666,2,697.6400000000001,683.2266666666667,3,681.2133333333334,667.2066666666667,4.0,592.1200000000001,580.2266666666667,5.0,675.94,662.0466666666665,6,670.5666666666666,656.8000000000001,7,667.1466666666668,653.4466666666666,8.0,667.0,653.3133333333333,9.0,664.5733333333333,650.9466666666666,10,672.2133333333334,658.4066666666665,11.0,679.7933333333334,665.8133333333334,12.0,512.46,502.5333333333333,13,679.5400000000001,665.5600000000001,14,702.3066666666665,687.7866666666667,15.0,666.0066666666667,652.3466666666667,16.0,678.0866666666666,664.1266666666666,17,678.0666666666667,664.1333333333333,18,670.9933333333332,657.2266666666667,19,659.56,646.0466666666665,20,689.6066666666667,675.2133333333334,21.0,666.9666666666667,653.28,22,648.1133333333332,634.8933333333334
226,36,2020-05-17,08:45,29.98807683333333,45.068606466666665,0.470911494,1.0,671.3466666666667,657.56,2,638.8333333333334,625.7866666666667,3,626.2133333333334,613.48,4.0,603.5266666666664,591.3600000000001,5.0,646.3928571428572,633.1928571428572,6,614.88,602.4133333333333,7,611.2133333333333,598.8333333333334,8.0,666.94,653.2533333333333,9.0,635.1999999999999,622.2714285714285,10,641.4533333333334,628.3733333333333,11.0,675.7533333333333,661.8533333333332,12.0,526.8399999999999,516.44,13,642.2133333333333,629.1066666666667,14,657.6400000000001,644.1466666666666,15.0,643.9428571428572,630.8285714285713,16.0,680.0199999999999,666.0133333333333,17,657.1666666666665,643.7266666666666,18,621.7600000000001,609.1400000000002,19,605.1266666666666,592.9,20,647.88,634.4933333333332,21.0,626.5785714285715,613.842857142857,22,598.64,586.5466666666665
227,37,2020-05-17,09:00,30.047706344827592,44.35975200000001,0.5358374679310345,1.0,749.6533333333334,733.9133333333334,2,724.2666666666668,709.1666666666665,3,674.36,660.2933333333333,4.0,676.5733333333332,662.62,5.0,758.7466666666666,742.7733333333333,6,720.7266666666667,705.7133333333334,7,705.02,690.4,8.0,747.1,731.4333333333332,9.0,745.5933333333332,729.9333333333332,10,715.9571428571429,701.0642857142857,11.0,751.3333333333331,735.5333333333333,12.0,587.4666666666665,575.6400000000001,13,711.6499999999999,696.8571428571429,14,757.1533333333333,741.2399999999999,15.0,747.2666666666665,731.5799999999998,16.0,762.28,746.2266666666666,17,729.8214285714287,714.5785714285713,18,724.94,709.8199999999998,19,727.3933333333334,712.2,20,736.9333333333334,721.3066666666667,21.0,745.16,729.5266666666665,22,665.2642857142856,651.5928571428572
228,38,2020-05-17,09:15,30.70545853333333,48.360558,0.7126864326666665,1.0,952.1357142857142,931.2142857142858,2,950.4285714285712,929.5642857142858,3,940.0642857142856,919.4571428571427,4.0,845.26,827.16,5.0,964.7666666666665,943.5,6,951.1133333333335,930.24,7,941.7533333333331,921.1066666666668,8.0,938.2142857142856,917.6714285714285,9.0,950.1,929.2333333333331,10,917.0533333333334,897.0533333333334,11.0,958.9714285714286,937.8642857142856,12.0,733.9733333333332,718.66,13,924.9733333333331,904.7666666666665,14,970.5071428571428,949.092857142857,15.0,960.8866666666665,939.7333333333331,16.0,952.2,931.2785714285714,17,931.3066666666668,910.9333333333332,18,939.6133333333335,919.0266666666664,19,935.8466666666667,915.3666666666666,20,944.857142857143,923.7857142857144,21.0,944.7133333333331,923.9666666666668,22,885.3933333333334,866.2400000000001
229,39,2020-05-17,09:30,31.6398318,51.3436818,0.6903431299999999,1.0,903.5733333333332,883.8466666666667,2,924.8533333333331,904.5666666666666,3,915.1466666666665,895.1066666666666,4.0,53.206666666666685,52.08,5.0,907.2733333333337,887.4199999999998,6,895.55,876.0285714285714,7,903.1714285714288,883.4642857142858,8.0,890.3066666666667,870.94,9.0,889.4866666666666,870.1066666666666,10,865.6666666666667,846.92,11.0,900.7533333333331,881.0800000000002,12.0,0.0,0.0,13,883.4866666666666,864.3133333333335,14,943.4066666666669,922.6,15.0,892.2733333333334,872.8266666666667,16.0,902.9266666666665,883.2266666666667,17,884.5933333333332,865.38,18,891.6285714285715,872.2142857142858,19,213.3428571428572,208.6142857142857,20,906.1533333333331,885.9933333333331,21.0,889.4266666666665,870.0733333333332,22,844.4866666666666,826.3066666666666
230,40,2020-05-17,09:45,31.79815365517241,50.57241631034481,0.7143508155172414,1.0,965.7933333333333,944.46,2,945.62,924.8466666666669,3,929.5533333333332,909.2133333333331,4.0,0.0,0.0,5.0,968.9133333333334,947.5133333333331,6,685.64,670.6133333333332,7,924.1133333333331,903.9,8.0,948.9133333333332,928.0666666666666,9.0,950.8866666666669,930.0066666666665,10,932.28,911.8466666666667,11.0,974.6866666666666,953.12,12.0,0.0,0.0,13,932.4333333333332,911.9933333333331,14,970.1933333333332,948.7533333333334,15.0,952.3133333333332,931.3933333333334,16.0,965.0466666666669,943.7066666666666,17,942.5,921.7733333333331,18,926.2333333333331,905.9733333333331,19,0.0,0.0,20,955.86,934.2133333333331,21.0,952.4333333333333,931.5,22,893.98,874.5866666666667
231,41,2020-05-17,10:00,32.372193566666674,52.08409933333333,0.6756343696666666,1.0,758.2199999999998,741.54,2,901.72,882.1133333333332,3,906.0,886.2466666666669,4.0,0.0,0.0,5.0,972.9785714285715,951.4285714285712,6,0.0,0.0,7,921.1533333333331,901.0133333333331,8.0,904.8066666666668,885.0933333333331,9.0,961.5071428571428,940.2928571428572,10,856.5066666666665,838.0800000000002,11.0,942.3,921.5733333333332,12.0,0.0,0.0,13,834.4066666666665,816.5466666666667,14,938.8733333333334,918.2333333333331,15.0,977.3071428571427,955.65,16.0,907.22,887.4533333333335,17,853.5,835.1533333333334,18,679.8866666666668,665.0,19,0.0,0.0,20,890.8000000000003,871.0933333333331,21.0,947.242857142857,926.4142857142857,22,811.0066666666665,793.7533333333334
232,42,2020-05-17,10:15,32.30568233333333,49.34352216666668,0.5722676586666666,1.0,599.7199999999999,587.1399999999999,2,794.1933333333334,777.3133333333334,3,775.92,759.5133333333333,4.0,0.0,0.0,5.0,759.8933333333333,743.9266666666665,6,209.22000000000008,204.98,7,765.1133333333332,749.0,8.0,782.2066666666667,765.62,9.0,743.6533333333333,728.1000000000001,10,775.3142857142858,758.8714285714285,11.0,784.3933333333333,767.7866666666665,12.0,74.74666666666667,73.25333333333333,13,780.2428571428571,763.6857142857142,14,803.2333333333332,786.1333333333333,15.0,739.0,723.5666666666668,16.0,798.0266666666668,781.0533333333334,17,784.8642857142858,768.1999999999998,18,168.74666666666664,165.31333333333333,19,0.0,0.0,20,785.5133333333333,768.6333333333333,21.0,755.9333333333334,740.04,22,744.0357142857142,728.4214285714285
233,43,2020-05-17,10:30,32.44208482758621,48.37232193103448,0.6707603986206897,1.0,959.5142857142856,938.3285714285713,2,933.457142857143,913.0,3,907.2357142857143,887.4714285714286,4.0,0.0,0.0,5.0,932.24,911.82,6,493.86,483.32666666666665,7,889.5466666666665,870.26,8.0,946.0571428571427,925.25,9.0,912.2333333333331,892.3400000000001,10,885.4066666666668,866.1666666666665,11.0,964.0142857142856,942.7142857142856,12.0,744.6399999999999,729.04,13,917.6466666666669,897.6066666666666,14,946.85,926.0214285714286,15.0,912.76,892.8599999999999,16.0,961.9928571428572,940.7571428571428,17,929.7133333333331,909.3533333333331,18,497.0733333333332,486.4666666666666,19,0.0,0.0,20,779.892857142857,762.4857142857143,21.0,908.88,889.0733333333332,22,866.4933333333332,847.7866666666665
234,44,2020-05-17,10:45,32.98318686666667,50.800837966666656,0.7487384033333335,1.0,1037.0800000000002,1013.3866666666668,2,861.6666666666665,842.5533333333332,3,996.3333333333331,974.1266666666669,4.0,0.0,0.0,5.0,1022.8066666666666,999.64,6,0.0,0.0,7,973.1142857142856,951.45,8.0,1024.2266666666667,1001.0333333333332,9.0,1001.8333333333334,979.38,10,1008.0266666666666,985.2933333333331,11.0,1041.5,1017.7,12.0,819.9399999999998,802.4666666666666,13,1010.6066666666666,987.7733333333331,14,1036.44,1012.9200000000002,15.0,1007.4133333333332,984.9133333333332,16.0,1042.56,1018.8733333333332,17,1020.8,997.7,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,1004.28,981.7800000000002,22,879.6933333333332,860.4066666666668
235,45,2020-05-17,11:00,33.59000886206896,51.39774210344827,0.744102428275862,1.0,1042.1400000000003,1018.1333333333332,2,0.0,0.0,3,1003.1666666666666,980.6533333333333,4.0,0.0,0.0,5.0,1023.4133333333332,1000.2866666666666,6,0.0,0.0,7,992.72,970.6799999999998,8.0,1028.7266666666667,1005.4466666666666,9.0,994.8466666666667,972.7466666666666,10,1018.1533333333332,995.2466666666666,11.0,1044.2,1020.2933333333334,12.0,827.7333333333331,810.06,13,1023.6133333333332,1000.7066666666668,14,1043.4466666666665,1019.4133333333334,15.0,996.2866666666665,974.1266666666666,16.0,1049.2333333333336,1025.253333333333,17,1027.8333333333337,1004.8266666666668,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,1012.1333333333332,989.4733333333331,22,0.0,0.0
236,46,2020-05-17,11:15,33.80211653333333,51.108978366666655,0.681933306,1.0,955.5266666666669,934.4466666666666,2,0.0,0.0,3,902.7533333333331,883.12,4.0,0.0,0.0,5.0,898.8357142857144,879.3,6,0.0,0.0,7,877.0,858.04,8.0,951.6666666666665,930.7266666666663,9.0,875.9071428571427,856.9714285714286,10,941.16,920.48,11.0,952.48,931.48,12.0,758.78,742.86,13,943.6066666666665,922.88,14,953.8133333333332,932.8066666666666,15.0,868.7357142857143,849.9857142857143,16.0,969.3666666666666,947.9466666666666,17,948.7466666666666,927.8933333333331,18,0.0,0.0,19,0.0,0.0,20,0.0,0.0,21.0,894.8571428571428,875.4428571428573,22,104.40666666666664,102.20666666666668
237,47,2020-05-17,11:30,33.97323479310345,47.9988477586207,0.4981052958620688,1.0,717.4733333333332,702.5666666666667,2,444.4866666666666,435.38000000000005,3,691.88,677.5933333333334,4.0,124.48,121.9733333333333,5.0,703.1133333333332,688.5533333333333,6,0.0,0.0,7,677.6866666666666,663.7466666666667,8.0,712.76,697.9733333333332,9.0,686.3666666666666,672.22,10,707.15,692.5071428571428,11.0,715.6199999999999,700.7666666666667,12.0,578.9066666666665,567.3133333333334,13,720.0142857142857,705.0571428571429,14,717.7666666666667,702.8599999999999,15.0,686.6933333333334,672.56,16.0,729.1866666666667,714.0000000000001,17,722.5714285714284,707.5499999999998,18,0.0,0.0,19,40.180000000000014,39.373333333333335,20,351.04666666666674,343.77333333333326,21.0,694.8933333333334,680.54,22,673.0642857142858,659.2428571428571
238,48,2020-05-17,11:45,33.6794626,44.84200643333333,0.4553650786666666,1.0,675.7071428571429,661.8285714285713,2,665.3642857142859,651.7428571428571,3,655.5928571428572,642.1999999999999,4.0,608.7,596.4066666666665,5.0,672.0666666666665,658.2800000000001,6,647.32,634.1199999999999,7,647.4799999999999,634.3066666666667,8.0,668.8357142857143,655.1285714285715,9.0,659.2199999999999,645.7466666666667,10,656.1333333333333,642.74,11.0,677.8928571428571,663.95,12.0,532.4200000000002,521.8866666666667,13,659.24,645.76,14,679.1999999999999,665.242857142857,15.0,664.0266666666665,650.4266666666668,16.0,682.3571428571428,668.3071428571429,17,664.6533333333332,651.0266666666665,18,563.9799999999999,552.4733333333334,19,640.4666666666667,627.4333333333333,20,663.8785714285714,650.1357142857144,21.0,662.1266666666667,648.5733333333334,22,621.0466666666665,608.4666666666666
239,49,2020-05-17,12:00,33.770686966666666,46.61196483333334,0.5253698983333334,1.0,774.8533333333332,758.54,2,762.6,746.58,3,748.1133333333331,732.46,4.0,693.4571428571429,679.1357142857144,5.0,772.4333333333332,756.1933333333332,6,740.907142857143,725.4571428571428,7,738.9928571428571,723.5642857142858,8.0,765.7800000000002,749.6866666666666,9.0,755.9333333333334,740.0866666666667,10,754.54,738.7399999999999,11.0,779.92,763.4866666666665,12.0,601.5571428571427,589.4285714285713,13,752.5866666666667,736.8199999999998,14,777.6266666666666,761.2399999999999,15.0,761.3266666666667,745.3466666666666,16.0,779.3533333333332,762.9133333333333,17,759.2666666666665,743.3466666666669,18,742.1142857142858,726.6,19,731.6142857142858,716.3714285714286,20,761.4066666666665,745.2133333333333,21.0,761.0,745.0333333333333,22,713.6333333333333,698.82
240,50,2020-05-17,12:15,34.136448310344825,48.85399431034482,0.5782548813793102,1.0,854.1666666666667,835.8666666666666,2,837.1933333333334,819.3,3,813.2399999999999,795.9666666666667,4.0,774.18,757.88,5.0,830.3533333333332,812.6466666666665,6,796.2199999999998,779.36,7,794.46,777.66,8.0,847.0066666666665,828.8733333333334,9.0,812.7466666666669,795.48,10,831.42,813.6666666666665,11.0,857.1133333333335,838.7133333333331,12.0,675.0533333333334,661.1933333333333,13,838.76,820.8266666666666,14,847.3399999999998,829.2066666666667,15.0,813.68,796.3933333333334,16.0,862.7133333333335,844.1533333333334,17,845.6999999999998,827.5866666666667,18,798.3933333333333,781.4866666666669,19,786.9933333333332,770.3800000000001,20,837.5866666666667,819.4266666666665,21.0,818.1533333333334,800.7466666666666,22,786.2666666666669,769.66
241,51,2020-05-17,12:30,34.32172226666668,50.20386160000001,0.6100332046666667,1.0,823.5733333333335,805.7799999999999,2,878.7466666666666,859.78,3,853.2866666666667,834.9933333333332,4.0,797.8333333333331,780.94,5.0,871.4857142857143,852.7,6,840.7933333333334,822.8133333333334,7,838.2133333333331,820.3,8.0,880.7066666666667,861.68,9.0,853.592857142857,835.2857142857142,10,870.6266666666666,851.8600000000001,11.0,892.5200000000001,873.1866666666667,12.0,643.6999999999999,630.4266666666665,13,875.9133333333331,857.02,14,889.3666666666666,870.1066666666666,15.0,854.6785714285713,836.3428571428573,16.0,895.88,876.4666666666667,17,880.82,861.7866666666665,18,837.7466666666666,819.8333333333333,19,830.7866666666665,813.06,20,878.7,859.4599999999998,21.0,857.4857142857143,839.0642857142858,22,824.9733333333332,807.3999999999999
242,52,2020-05-17,12:45,34.64678210344827,51.27062162068966,0.7156156220689655,1.0,0.0,0.0,2,1013.0933333333334,990.5333333333332,3,992.72,970.72,4.0,892.4733333333335,873.1533333333333,5.0,1019.0733333333334,996.3266666666666,6,981.2266666666667,959.5266666666665,7,977.5066666666669,955.8933333333331,8.0,259.3666666666667,253.6533333333333,9.0,996.2266666666663,974.1266666666669,10,986.6571428571427,964.8071428571427,11.0,1018.28,995.5333333333332,12.0,0.0,0.0,13,980.9642857142858,959.2714285714288,14,1029.0200000000002,1006.0,15.0,996.9133333333332,974.76,16.0,464.18666666666667,453.88000000000005,17,988.3642857142856,966.4571428571427,18,978.54,956.9000000000002,19,968.6,947.2333333333331,20,1007.9133333333332,985.1066666666666,21.0,1003.1666666666669,980.86,22,938.1500000000002,917.6142857142856
243,53,2020-05-17,13:00,35.0309509,53.76064456666667,0.754738481,1.0,0.0,0.0,2,1054.9357142857143,1031.1785714285716,3,1043.1285714285714,1019.7071428571428,4.0,890.2266666666668,870.9466666666667,5.0,1080.5200000000004,1055.506666666667,6,1036.7866666666664,1013.54,7,1037.1999999999998,1013.8533333333334,8.0,0.0,0.0,9.0,1057.0266666666664,1033.2133333333336,10,1014.8199999999998,992.2,11.0,1028.3214285714284,1005.3214285714286,12.0,0.0,0.0,13,998.7933333333334,976.6133333333331,14,1078.314285714286,1053.9214285714284,15.0,1058.74,1034.88,16.0,0.0,0.0,17,1002.8733333333332,980.5666666666666,18,1020.9933333333332,998.1933333333332,19,1024.4666666666667,1001.56,20,1044.0,1019.7928571428572,21.0,1060.0466666666666,1036.16,22,971.4333333333333,949.9933333333331
244,54,2020-05-17,13:15,35.52410268965517,56.54186906896551,0.7998285427586208,1.0,0.0,0.0,2,894.3066666666667,873.8933333333334,3,878.9266666666665,858.9533333333331,4.0,789.9399999999998,772.46,5.0,911.0133333333331,889.5933333333332,6,856.207142857143,836.8,7,854.0142857142857,834.6571428571427,8.0,0.0,0.0,9.0,890.7933333333334,870.4799999999999,10,876.5333333333334,856.62,11.0,907.5533333333332,886.2933333333333,12.0,0.0,0.0,13,0.0,0.0,14,911.72,890.4333333333334,15.0,887.7066666666666,867.4666666666669,16.0,0.0,0.0,17,875.1333333333334,855.2600000000001,18,835.0142857142857,816.1857142857142,19,844.6214285714286,825.5214285714286,20,893.0399999999998,870.7733333333334,21.0,894.0333333333333,873.5533333333334,22,832.4733333333335,813.82
245,55,2020-05-17,13:30,36.10341906666667,59.100529966666656,0.6887480663333334,1.0,436.92,427.35333333333335,2,537.7800000000001,526.1000000000001,3,496.7000000000001,485.8533333333333,4.0,495.47333333333336,484.90666666666664,5.0,597.8533333333334,584.5733333333334,6,513.1400000000001,501.84666666666664,7,505.48,494.39333333333326,8.0,556.5466666666665,544.3933333333334,9.0,591.08,577.9933333333332,10,534.5533333333332,522.9733333333334,11.0,570.34,557.8133333333334,12.0,148.20666666666668,145.11333333333334,13,10.806666666666668,10.586666666666668,14,508.94,497.73333333333335,15.0,589.18,576.1466666666666,16.0,63.113333333333344,61.73333333333333,17,534.9466666666667,523.3533333333334,18,495.2866666666666,484.4666666666668,19,509.4266666666665,498.22666666666646,20,66.54666666666668,65.05333333333336,21.0,582.54,569.6666666666665,22,485.7933333333333,475.45333333333326
246,56,2020-05-17,13:45,36.21466379310345,55.30187886206895,0.7612834286206895,1.0,1047.1799999999998,1023.56,2,326.71333333333337,319.4866666666666,3,769.9466666666667,752.62,4.0,913.0666666666668,893.1666666666665,5.0,1152.142857142857,1124.492857142857,6,1099.76,1074.1466666666663,7,852.2133333333333,832.9,8.0,1034.753333333333,1011.5466666666669,9.0,1137.9285714285718,1110.9071428571428,10,1031.3066666666666,1008.0066666666668,11.0,1064.0600000000002,1039.8733333333334,12.0,0.0,0.0,13,0.0,0.0,14,1102.9333333333334,1076.9533333333334,15.0,1135.9142857142858,1108.9928571428572,16.0,0.0,0.0,17,1007.1133333333332,984.54,18,1065.4666666666667,1040.926666666667,19,1098.0933333333337,1072.6733333333332,20,0.0,0.0,21.0,1123.4785714285715,1096.857142857143,22,989.14,967.1466666666669
247,57,2020-05-17,14:00,36.4980315,54.589568,0.7789892303333334,1.0,1093.4,1068.486666666667,2,0.0,0.0,3,66.26000000000002,64.79333333333332,4.0,990.4666666666666,968.5066666666669,5.0,1044.6066666666666,1020.6933333333334,6,984.66,962.5466666666665,7,501.28,490.2933333333333,8.0,1087.6666666666663,1062.7666666666664,9.0,1018.3733333333332,995.2133333333331,10,1080.2142857142858,1055.2714285714285,11.0,1056.7666666666669,1032.9399999999998,12.0,0.0,0.0,13,0.0,0.0,14,1099.14,1073.573333333333,15.0,984.2933333333333,962.2133333333335,16.0,0.0,0.0,17,1094.207142857143,1069.0428571428572,18,1016.42,993.7066666666669,19,965.6733333333334,944.1866666666666,20,0.0,0.0,21.0,1035.6533333333334,1011.9666666666668,22,1035.785714285715,1012.5714285714284
248,58,2020-05-17,14:15,36.60296943333335,52.846333866666654,0.732283932,1.0,1073.1285714285714,1048.8785714285714,2,0.0,0.0,3,1011.7214285714284,989.1857142857142,4.0,865.0785714285713,846.3500000000001,5.0,1048.4600000000005,1024.88,6,995.5066666666665,973.4000000000002,7,996.9333333333333,974.7800000000002,8.0,1046.6857142857143,1023.1785714285714,9.0,1020.6866666666668,997.8866666666665,10,1012.2666666666668,989.7133333333331,11.0,1086.6,1061.6357142857144,12.0,0.0,0.0,13,0.0,0.0,14,1058.7142857142858,1034.8714285714284,15.0,990.7733333333332,968.7466666666666,16.0,0.0,0.0,17,993.2533333333331,971.16,18,1004.9533333333331,982.5866666666668,19,980.42,958.7466666666669,20,0.0,0.0,21.0,1040.5600000000002,1017.22,22,966.0,944.7066666666669
249,59,2020-05-17,14:30,36.83124206896552,51.13231051724138,0.5855804424137931,1.0,870.1933333333334,851.22,2,432.1599999999999,423.0933333333333,3,802.8,785.5733333333332,4.0,724.2133333333331,709.0733333333334,5.0,740.2866666666667,724.6333333333333,6,711.3642857142858,696.4285714285713,7,748.7428571428572,732.9642857142856,8.0,855.88,837.2999999999998,9.0,723.4133333333333,708.1733333333332,10,821.6999999999998,804.0199999999999,11.0,881.1999999999998,861.9599999999998,12.0,96.56,94.92,13,220.11333333333332,215.7933333333333,14,833.4266666666667,815.3800000000001,15.0,703.3333333333334,688.5999999999999,16.0,141.18666666666667,138.38666666666668,17,761.4066666666665,745.1799999999998,18,758.1428571428571,742.0785714285713,19,672.25,658.3,20,769.5133333333333,752.6533333333334,21.0,770.7066666666667,754.3066666666666,22,774.7733333333334,758.3733333333333
250,60,2020-05-17,14:45,36.53318553333334,49.36536973333334,0.492684559,1.0,679.9466666666666,665.9133333333333,2,726.32,711.1933333333333,3,700.1133333333332,685.6399999999999,4.0,595.7466666666667,583.84,5.0,693.7733333333334,679.44,6,678.8999999999999,664.9133333333332,7,676.6933333333332,662.7599999999999,8.0,647.0266666666665,633.8133333333333,9.0,676.7333333333333,662.7933333333333,10,623.1266666666667,610.5533333333334,11.0,688.1333333333333,673.9200000000001,12.0,480.5533333333332,471.3266666666666,13,603.76,591.6733333333334,14,733.7666666666668,718.4666666666666,15.0,672.08,658.28,16.0,660.6066666666668,647.0333333333334,17,606.4000000000001,594.1600000000001,18,677.2266666666667,663.2933333333333,19,675.1066666666668,661.2333333333333,20,685.2333333333333,670.9333333333334,21.0,696.18,681.7933333333333,22,644.5333333333333,631.3866666666667
